car_id,customer_name,gender,annual_income,dealer_name,company,model,engine,transmission,color,price_usd,dealer_no,body_style,phone,dealer_region,sale_date,sale_month,sale_day,sale_year
C_CND_017580,James,Male,830000,"Buddy Storbeck's Diesel Service Inc",Chrysler,LHS,"Double  Overhead Camshaft",Auto,"Pale White",16000,06457-3834,Hatchback,7173388,Middletown,2023-09-03,9,3,2023
C_CND_006889,Arielle,Female,655000,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Jetta,"Double  Overhead Camshaft",Auto,Black,22000,06457-3834,Passenger,7174235,Middletown,2022-10-12,10,12,2022
C_CND_016867,Eloise,Male,13500,"Buddy Storbeck's Diesel Service Inc",Audi,A6,"Double  Overhead Camshaft",Auto,Black,14000,06457-3834,SUV,7180529,Middletown,2023-08-21,8,21,2023
C_CND_017860,Caroline,Male,680000,"Buddy Storbeck's Diesel Service Inc",Dodge,"Ram Pickup","Double  Overhead Camshaft",Auto,"Pale White",45000,06457-3834,SUV,7191346,Middletown,2023-09-05,9,5,2023
C_CND_004224,Brianna,Female,635000,"Buddy Storbeck's Diesel Service Inc",Cadillac,Eldorado,"Overhead Camshaft",Manual,"Pale White",13000,06457-3834,Passenger,7198650,Pasco,2022-07-26,7,26,2022
C_CND_020255,"Lou - Ann",Female,1202000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Camaro,"Double  Overhead Camshaft",Auto,Black,41200,06457-3834,Sedan,7200418,Scottsdale,2023-11-03,11,3,2023
C_CND_010311,Gavin,Female,870000,"Buddy Storbeck's Diesel Service Inc",Saturn,SC,"Overhead Camshaft",Manual,"Pale White",61000,06457-3834,SUV,7219080,Middletown,2022-12-24,12,24,2022
C_CND_008519,Timothy,Male,1225000,"Buddy Storbeck's Diesel Service Inc",Ford,"Crown Victoria","Double  Overhead Camshaft",Auto,Red,29500,06457-3834,Passenger,7220724,Middletown,2022-11-21,11,21,2022
C_CND_009304,Fraidy,Male,13500,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Camaro,"Double  Overhead Camshaft",Auto,Black,41000,06457-3834,Sedan,7228470,Austin,2022-12-05,12,5,2022
C_CND_014119,Blake,Female,2410000,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Passat,"Overhead Camshaft",Manual,"Pale White",27001,06457-3834,Hatchback,7241824,Middletown,2023-05-27,5,27,2023
C_CND_014236,Zissy,Female,1050000,"Buddy Storbeck's Diesel Service Inc",Lexus,LS400,"Double  Overhead Camshaft",Auto,"Pale White",46000,06457-3834,Sedan,7247084,Middletown,2023-05-30,5,30,2023
C_CND_007441,Maxence,Male,1200000,"Buddy Storbeck's Diesel Service Inc",Lexus,RX300,"Overhead Camshaft",Manual,Black,18000,06457-3834,Hardtop,7248186,Middletown,2022-11-01,11,1,2022
C_CND_022129,Chavy,Male,2160000,"Buddy Storbeck's Diesel Service Inc",Ford,Focus,"Overhead Camshaft",Manual,Black,49000,06457-3834,Hardtop,7248539,Austin,2023-12-02,12,2,2023
C_CND_001850,Lorena,Male,13500,"Buddy Storbeck's Diesel Service Inc",BMW,528i,"Double  Overhead Camshaft",Auto,"Pale White",62000,06457-3834,SUV,7254716,Middletown,2022-04-18,4,18,2022
C_CND_022205,Matteo,Male,732000,"Buddy Storbeck's Diesel Service Inc",Porsche,"Carrera Coupe","Overhead Camshaft",Manual,"Pale White",26000,06457-3834,Hardtop,7257797,Middletown,2023-12-03,12,3,2023
C_CND_018506,Edison,Male,13500,"Buddy Storbeck's Diesel Service Inc",Oldsmobile,Cutlass,"Double  Overhead Camshaft",Auto,Red,15001,06457-3834,Sedan,7260807,Middletown,2023-09-18,9,18,2023
C_CND_009153,Jorge,Male,13500,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Golf,"Overhead Camshaft",Manual,Red,25001,06457-3834,SUV,7267881,Middletown,2022-12-03,12,3,2022
C_CND_006096,Paul,Male,431000,"Buddy Storbeck's Diesel Service Inc",Porsche,"Carrera Coupe","Double  Overhead Camshaft",Auto,"Pale White",22000,06457-3834,Hardtop,7273907,Greenville,2022-09-21,9,21,2022
C_CND_011561,Miles,Female,465000,"Buddy Storbeck's Diesel Service Inc",Dodge,"Ram Pickup","Overhead Camshaft",Manual,"Pale White",20000,06457-3834,Hatchback,7281559,Middletown,2023-03-03,3,3,2023
C_CND_012026,Eliana,Male,2200000,"Buddy Storbeck's Diesel Service Inc",Lexus,LS400,"Double  Overhead Camshaft",Auto,"Pale White",18000,06457-3834,Sedan,7286106,Middletown,2023-03-14,3,14,2023
C_CND_006320,Madelyn,Male,635000,"Buddy Storbeck's Diesel Service Inc",Plymouth,Neon,"Overhead Camshaft",Manual,Black,29000,06457-3834,SUV,7289073,Middletown,2022-09-25,9,25,2022
C_CND_005585,Marina,Male,1580000,"Buddy Storbeck's Diesel Service Inc",Cadillac,Escalade,"Double  Overhead Camshaft",Auto,Black,28000,06457-3834,Sedan,7290106,Middletown,2022-09-13,9,13,2022
C_CND_019054,Angelina,Male,905000,"Buddy Storbeck's Diesel Service Inc",Cadillac,Seville,"Overhead Camshaft",Manual,Black,44000,06457-3834,Hardtop,7290746,Middletown,2023-09-27,9,27,2023
C_CND_002196,Natalia,Male,13500,"Buddy Storbeck's Diesel Service Inc",Volkswagen,GTI,"Overhead Camshaft",Manual,"Pale White",28000,06457-3834,SUV,7293950,Middletown,2022-05-03,5,3,2022
C_CND_021404,Luca,Male,1362500,"Buddy Storbeck's Diesel Service Inc",Dodge,Durango,"Double  Overhead Camshaft",Auto,Black,19250,06457-3834,SUV,7294677,Scottsdale,2023-11-20,11,20,2023
C_CND_021151,Tyler,Male,13500,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Lumina,"Overhead Camshaft",Manual,Black,42000,06457-3834,Passenger,7297424,Middletown,2023-11-17,11,17,2023
C_CND_014015,Sadie,Male,1384000,"Buddy Storbeck's Diesel Service Inc",Dodge,"Ram Pickup","Overhead Camshaft",Manual,"Pale White",20400,06457-3834,Hardtop,7297538,Middletown,2023-05-26,5,26,2023
C_CND_000660,Romane,Female,2200000,"Buddy Storbeck's Diesel Service Inc",Hyundai,Elantra,"Overhead Camshaft",Manual,"Pale White",26000,06457-3834,Sedan,7298842,Middletown,2022-03-01,3,1,2022
C_CND_015407,Shoshana,Male,800000,"Buddy Storbeck's Diesel Service Inc",Subaru,Forester,"Overhead Camshaft",Manual,"Pale White",26001,06457-3834,Hardtop,7298973,Middletown,2023-07-01,7,1,2023
C_CND_007279,Gabriel,Male,13500,"Buddy Storbeck's Diesel Service Inc",Cadillac,Eldorado,"Double  Overhead Camshaft",Auto,Red,31000,06457-3834,Passenger,7298981,Pasco,2022-10-29,10,29,2022
C_CND_010481,Shmuel,Male,1410000,"Buddy Storbeck's Diesel Service Inc",Lincoln,Navigator,"Overhead Camshaft",Manual,"Pale White",33001,06457-3834,Sedan,7304660,Middletown,2022-12-27,12,27,2022
C_CND_006011,London,Female,1230000,"Buddy Storbeck's Diesel Service Inc",Toyota,"Land Cruiser","Double  Overhead Camshaft",Auto,Black,21000,06457-3834,SUV,7328610,Middletown,2022-09-21,9,21,2022
C_CND_022277,Ines,Male,850000,"Buddy Storbeck's Diesel Service Inc",Ford,Taurus,"Overhead Camshaft",Manual,Red,22000,06457-3834,SUV,7331654,Greenville,2023-12-03,12,3,2023
C_CND_012896,Alana,Male,13500,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Cavalier,"Overhead Camshaft",Manual,"Pale White",14000,06457-3834,SUV,7337037,Middletown,2023-04-18,4,18,2023
C_CND_000628,Reid,Male,875000,"Buddy Storbeck's Diesel Service Inc",Lexus,LS400,"Double  Overhead Camshaft",Auto,"Pale White",27000,06457-3834,Sedan,7343502,Middletown,2022-02-28,2,28,2022
C_CND_001720,Jazmin,Male,1440000,"Buddy Storbeck's Diesel Service Inc",Dodge,Avenger,"Double  Overhead Camshaft",Auto,Red,39000,06457-3834,Passenger,7344147,Middletown,2022-04-16,4,16,2022
C_CND_018637,William,Male,13500,"Buddy Storbeck's Diesel Service Inc",Oldsmobile,Cutlass,"Double  Overhead Camshaft",Auto,Red,15000,06457-3834,Sedan,7346074,Middletown,2023-09-20,9,20,2023
C_CND_004043,Nylah,Female,1460000,"Buddy Storbeck's Diesel Service Inc",Ford,"Crown Victoria","Double  Overhead Camshaft",Auto,Red,29000,06457-3834,Passenger,7348438,Middletown,2022-07-18,7,18,2022
C_CND_013906,Emma,Male,1100000,"Buddy Storbeck's Diesel Service Inc",Volvo,C70,"Overhead Camshaft",Manual,Red,82001,06457-3834,Hatchback,7349510,Middletown,2023-05-22,5,22,2023
C_CND_019903,Vargoz,Male,565500,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Corvette,"Double  Overhead Camshaft",Auto,"Pale White",46500,06457-3834,SUV,7351041,Middletown,2023-10-24,10,24,2023
C_CND_012284,Evan,Male,800000,"Buddy Storbeck's Diesel Service Inc",Infiniti,I30,"Double  Overhead Camshaft",Auto,"Pale White",51000,06457-3834,SUV,7359933,Middletown,2023-03-27,3,27,2023
C_CND_014643,Myriam,Male,13500,"Buddy Storbeck's Diesel Service Inc",Oldsmobile,Intrigue,"Double  Overhead Camshaft",Auto,"Pale White",39001,06457-3834,SUV,7361825,Middletown,2023-06-11,6,11,2023
C_CND_009970,Adrianna,Male,720000,"Buddy Storbeck's Diesel Service Inc",Toyota,Camry,"Overhead Camshaft",Manual,Black,29001,06457-3834,Hatchback,7363131,Middletown,2022-12-17,12,17,2022
C_CND_022095,Adriana,Female,1025000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Camaro,"Double  Overhead Camshaft",Auto,"Pale White",17500,06457-3834,Sedan,7364131,Greenville,2023-12-01,12,1,2023
C_CND_010217,Alexander,Male,822000,"Buddy Storbeck's Diesel Service Inc",Cadillac,Escalade,"Double  Overhead Camshaft",Auto,"Pale White",38000,06457-3834,Sedan,7364764,Austin,2022-12-21,12,21,2022
C_CND_001767,Oliver,Male,13500,"Buddy Storbeck's Diesel Service Inc",Lexus,LS400,"Overhead Camshaft",Manual,"Pale White",54000,06457-3834,Sedan,7365310,Middletown,2022-04-17,4,17,2022
C_CND_017509,Jessica,Male,660000,"Buddy Storbeck's Diesel Service Inc",Subaru,Forester,"Double  Overhead Camshaft",Auto,Black,22000,06457-3834,SUV,7370976,Middletown,2023-09-02,9,2,2023
C_CND_008383,Charlotte,Male,645000,"Buddy Storbeck's Diesel Service Inc",Mercury,Cougar,"Double  Overhead Camshaft",Auto,Black,33000,06457-3834,Hatchback,7372876,Middletown,2022-11-20,11,20,2022
C_CND_022765,Adelaide,Male,895000,"Buddy Storbeck's Diesel Service Inc",Pontiac,"Grand Prix","Double  Overhead Camshaft",Auto,Red,19001,06457-3834,Passenger,7377997,Middletown,2023-12-11,12,11,2023
C_CND_009205,Ava,Male,440000,"Buddy Storbeck's Diesel Service Inc",Toyota,Camry,"Double  Overhead Camshaft",Auto,Red,31001,06457-3834,Hatchback,7383172,Middletown,2022-12-04,12,4,2022
C_CND_006648,Tiffany,Male,13500,"Buddy Storbeck's Diesel Service Inc",Ford,Taurus,"Overhead Camshaft",Manual,"Pale White",22000,06457-3834,SUV,7394219,Middletown,2022-10-02,10,2,2022
C_CND_011650,Fiona,Female,2600000,"Buddy Storbeck's Diesel Service Inc",Ford,"Crown Victoria","Double  Overhead Camshaft",Auto,Red,29001,06457-3834,Passenger,7399322,Middletown,2023-03-04,3,4,2023
C_CND_016712,Anisa,Male,473000,"Buddy Storbeck's Diesel Service Inc",Dodge,"Ram Pickup","Overhead Camshaft",Manual,"Pale White",20000,06457-3834,SUV,7401224,Middletown,2023-08-14,8,14,2023
C_CND_022802,Yitzchak,Male,507000,"Buddy Storbeck's Diesel Service Inc",Acura,TL,"Double  Overhead Camshaft",Auto,Black,28000,06457-3834,Hatchback,7401857,Middletown,2023-12-11,12,11,2023
C_CND_008530,Violeta,Male,1360000,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,SLK230,"Overhead Camshaft",Manual,Red,71000,06457-3834,Hatchback,7407076,Scottsdale,2022-11-21,11,21,2022
C_CND_013565,Ivan,Male,587000,"Buddy Storbeck's Diesel Service Inc",Lincoln,"Town car","Double  Overhead Camshaft",Auto,Black,26000,06457-3834,Hatchback,7410797,Middletown,2023-05-09,5,9,2023
C_CND_021077,Hersh,Male,930000,"Buddy Storbeck's Diesel Service Inc",Dodge,"Ram Pickup","Overhead Camshaft",Manual,Black,19001,06457-3834,SUV,7410946,Middletown,2023-11-14,11,14,2023
C_CND_004761,Diana,Male,2042000,"Buddy Storbeck's Diesel Service Inc",Lincoln,"Town car","Double  Overhead Camshaft",Auto,"Pale White",18200,06457-3834,Hatchback,7411126,Middletown,2022-08-21,8,21,2022
C_CND_005719,Aaron,Male,1450000,"Buddy Storbeck's Diesel Service Inc",Jaguar,S-Type,"Overhead Camshaft",Manual,"Pale White",45000,06457-3834,Passenger,7413747,Middletown,2022-09-15,9,15,2022
C_CND_014457,Yollen,Male,1815000,"Buddy Storbeck's Diesel Service Inc",Honda,CR-V,"Double  Overhead Camshaft",Auto,"Pale White",22501,06457-3834,SUV,7415275,Middletown,2023-06-05,6,5,2023
C_CND_015411,Melissa,Male,813000,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Cabrio,"Double  Overhead Camshaft",Auto,"Pale White",17000,06457-3834,Sedan,7432769,Middletown,2023-07-01,7,1,2023
C_CND_010518,Jordan,Female,765000,"Buddy Storbeck's Diesel Service Inc",Oldsmobile,Bravada,"Overhead Camshaft",Manual,Black,17000,06457-3834,Hatchback,7438195,Middletown,2022-12-27,12,27,2022
C_CND_012982,Shira,Male,13500,"Buddy Storbeck's Diesel Service Inc",Subaru,Outback,"Double  Overhead Camshaft",Auto,Red,57000,06457-3834,SUV,7441708,Middletown,2023-04-19,4,19,2023
C_CND_000690,Nayeli,Male,2300000,"Buddy Storbeck's Diesel Service Inc",Audi,A6,"Overhead Camshaft",Manual,"Pale White",24000,06457-3834,SUV,7446612,Middletown,2022-03-05,3,5,2022
C_CND_010789,Zayan,Male,1450000,"Buddy Storbeck's Diesel Service Inc",Ford,Escort,"Double  Overhead Camshaft",Auto,Red,15000,06457-3834,Passenger,7448602,Middletown,2023-01-11,1,11,2023
C_CND_005116,Isaiah,Male,386000,"Buddy Storbeck's Diesel Service Inc",Jeep,Cherokee,"Double  Overhead Camshaft",Auto,"Pale White",36000,06457-3834,Sedan,7451483,Middletown,2022-09-01,9,1,2022
C_CND_010708,Jaylah,Male,932000,"Buddy Storbeck's Diesel Service Inc",Volvo,S40,"Overhead Camshaft",Manual,"Pale White",17000,06457-3834,Sedan,7467088,Middletown,2023-01-05,1,5,2023
C_CND_004132,Liam,Male,13500,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Passat,"Double  Overhead Camshaft",Auto,"Pale White",31000,06457-3834,Hatchback,7473461,Middletown,2022-07-24,7,24,2022
C_CND_020292,Reb,Male,1350000,"Buddy Storbeck's Diesel Service Inc",Ford,Expedition,"Overhead Camshaft",Manual,"Pale White",22001,06457-3834,SUV,7475755,Middletown,2023-11-04,11,4,2023
C_CND_000884,Skylar,Male,1801000,"Buddy Storbeck's Diesel Service Inc",Hyundai,Sonata,"Overhead Camshaft",Manual,Black,15100,06457-3834,SUV,7478336,Middletown,2022-03-13,3,13,2022
C_CND_013304,Thibaut,Female,505000,"Buddy Storbeck's Diesel Service Inc",Ford,Explorer,"Double  Overhead Camshaft",Auto,Black,22001,06457-3834,Hatchback,7485014,Scottsdale,2023-05-02,5,2,2023
C_CND_022122,Leo,Male,13500,"Buddy Storbeck's Diesel Service Inc",Oldsmobile,Cutlass,"Double  Overhead Camshaft",Auto,"Pale White",46000,06457-3834,Sedan,7488881,Middletown,2023-12-02,12,2,2023
C_CND_022720,Camille,Male,1725000,"Buddy Storbeck's Diesel Service Inc",Acura,RL,"Overhead Camshaft",Manual,Red,17500,06457-3834,SUV,7490166,Middletown,2023-12-10,12,10,2023
C_CND_002789,Andrew,Male,1291000,"Buddy Storbeck's Diesel Service Inc",Oldsmobile,Intrigue,"Double  Overhead Camshaft",Auto,"Pale White",45100,06457-3834,SUV,7491246,Middletown,2022-05-30,5,30,2022
C_CND_005461,Vanessa,Male,3000000,"Buddy Storbeck's Diesel Service Inc",BMW,528i,"Overhead Camshaft",Manual,"Pale White",25001,06457-3834,SUV,7511735,Middletown,2022-09-11,9,11,2022
C_CND_016475,Usher,Male,875000,"Buddy Storbeck's Diesel Service Inc",Jeep,Wrangler,"Overhead Camshaft",Manual,"Pale White",23000,06457-3834,Hatchback,7521028,Middletown,2023-08-04,8,4,2023
C_CND_017666,Lilah,Male,13500,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Prizm,"Overhead Camshaft",Manual,"Pale White",22000,06457-3834,SUV,7523473,Middletown,2023-09-04,9,4,2023
C_CND_023460,Malachi,Male,565000,"Buddy Storbeck's Diesel Service Inc",Subaru,Forester,"Double  Overhead Camshaft",Auto,Red,23000,06457-3834,Hardtop,7527037,Middletown,2023-12-24,12,24,2023
C_CND_002700,Kayla,Male,750000,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,E-Class,"Double  Overhead Camshaft",Auto,"Pale White",31000,06457-3834,Sedan,7529823,Aurora,2022-05-26,5,26,2022
C_CND_018833,Brian,Male,13500,"Buddy Storbeck's Diesel Service Inc",Ford,Mustang,"Overhead Camshaft",Manual,Red,43000,06457-3834,Hatchback,7534091,Middletown,2023-09-24,9,24,2023
C_CND_007005,Bella,Male,1875000,"Buddy Storbeck's Diesel Service Inc",Lexus,LS400,"Double  Overhead Camshaft",Auto,Black,39500,06457-3834,Sedan,7547655,Middletown,2022-10-18,10,18,2022
C_CND_023049,Annie,Male,400000,"Buddy Storbeck's Diesel Service Inc",Lincoln,Continental,"Overhead Camshaft",Manual,Black,42000,06457-3834,Passenger,7559957,Middletown,2023-12-15,12,15,2023
C_CND_009754,Elena,Male,13500,"Buddy Storbeck's Diesel Service Inc",Porsche,"Carrera Coupe","Double  Overhead Camshaft",Auto,"Pale White",22000,06457-3834,Hardtop,7562563,Middletown,2022-12-12,12,12,2022
C_CND_011715,Travis,Male,400000,"Buddy Storbeck's Diesel Service Inc",BMW,528i,"Double  Overhead Camshaft",Auto,Black,31001,06457-3834,SUV,7562838,Middletown,2023-03-08,3,8,2023
C_CND_003626,Florent,Male,450000,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Cabrio,"Double  Overhead Camshaft",Auto,"Pale White",17000,06457-3834,Sedan,7563749,Middletown,2022-07-02,7,2,2022
C_CND_002772,Alicia,Female,556000,"Buddy Storbeck's Diesel Service Inc",Volvo,S40,"Overhead Camshaft",Manual,Red,17000,06457-3834,Sedan,7576395,Middletown,2022-05-29,5,29,2022
C_CND_022212,Clotilde,Male,1600000,"Buddy Storbeck's Diesel Service Inc",Pontiac,Bonneville,"Overhead Camshaft",Manual,Black,36001,06457-3834,Hatchback,7587644,Middletown,2023-12-03,12,3,2023
C_CND_019973,Alizee,Female,782000,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,C-Class,"Overhead Camshaft",Manual,"Pale White",12001,06457-3834,Hatchback,7589432,Middletown,2023-10-28,10,28,2023
C_CND_002611,Tzivia,Female,770000,"Buddy Storbeck's Diesel Service Inc",Toyota,Celica,"Double  Overhead Camshaft",Auto,"Pale White",25001,06457-3834,SUV,7594006,Middletown,2022-05-24,5,24,2022
C_CND_013256,Kai,Male,13500,"Buddy Storbeck's Diesel Service Inc",Ford,Windstar,"Double  Overhead Camshaft",Auto,"Pale White",19000,06457-3834,Sedan,7600744,Middletown,2023-05-02,5,2,2023
C_CND_018074,Eli,Male,650000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Metro,"Double  Overhead Camshaft",Auto,Black,31000,06457-3834,Passenger,7606805,Middletown,2023-09-10,9,10,2023
C_CND_005060,Hailey,Male,2251000,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Cabrio,"Double  Overhead Camshaft",Auto,Black,16100,06457-3834,Sedan,7612120,Middletown,2022-08-31,8,31,2022
C_CND_012810,Penelope,Male,13500,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Jetta,"Overhead Camshaft",Manual,Red,24000,06457-3834,Passenger,7613602,Middletown,2023-04-15,4,15,2023
C_CND_004432,Celia,Male,700000,"Buddy Storbeck's Diesel Service Inc",Mitsubishi,"Montero Sport","Double  Overhead Camshaft",Auto,"Pale White",53000,06457-3834,SUV,7615281,Middletown,2022-08-08,8,8,2022
C_CND_009376,Janelle,Male,1064000,"Buddy Storbeck's Diesel Service Inc",Audi,A6,"Double  Overhead Camshaft",Auto,Black,14400,06457-3834,SUV,7616861,Middletown,2022-12-06,12,6,2022
C_CND_009354,Brian,Male,677500,"Buddy Storbeck's Diesel Service Inc",Lexus,GS400,"Double  Overhead Camshaft",Auto,"Pale White",31501,06457-3834,Hatchback,7619623,Middletown,2022-12-06,12,6,2022
C_CND_004410,Elianny,Male,820000,"Buddy Storbeck's Diesel Service Inc",Jeep,Wrangler,"Double  Overhead Camshaft",Auto,Red,19000,06457-3834,Hatchback,7625104,Pasco,2022-08-07,8,7,2022
C_CND_012784,Paris,Male,13500,"Buddy Storbeck's Diesel Service Inc",Dodge,Durango,"Overhead Camshaft",Manual,Black,22000,06457-3834,SUV,7627715,Middletown,2023-04-14,4,14,2023
C_CND_009838,Simone,Male,1495000,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,CL500,"Overhead Camshaft",Manual,"Pale White",29500,06457-3834,SUV,7628889,Middletown,2022-12-14,12,14,2022
C_CND_017622,Ali,Male,565000,"Buddy Storbeck's Diesel Service Inc",Nissan,Pathfinder,"Double  Overhead Camshaft",Auto,"Pale White",46001,06457-3834,SUV,7637351,Middletown,2023-09-04,9,4,2023
C_CND_011465,Aria,Female,13500,"Buddy Storbeck's Diesel Service Inc",Nissan,Altima,"Double  Overhead Camshaft",Auto,"Pale White",20001,06457-3834,Hatchback,7638534,Middletown,2023-02-21,2,21,2023
C_CND_016032,Sabrina,Male,13500,"Buddy Storbeck's Diesel Service Inc",Honda,Civic,"Double  Overhead Camshaft",Auto,"Pale White",25000,06457-3834,Hatchback,7641757,Middletown,2023-07-19,7,19,2023
C_CND_009833,Luke,Male,13500,"Buddy Storbeck's Diesel Service Inc",Volkswagen,Passat,"Double  Overhead Camshaft",Auto,"Pale White",31000,06457-3834,Hatchback,7642850,Scottsdale,2022-12-13,12,13,2022
C_CND_007833,Michael,Male,632000,"Buddy Storbeck's Diesel Service Inc",Buick,Regal,"Double  Overhead Camshaft",Auto,"Pale White",46000,06457-3834,Passenger,7648697,Middletown,2022-11-09,11,9,2022
C_CND_007475,Riley,Female,490000,"Buddy Storbeck's Diesel Service Inc",Lincoln,"Town car","Double  Overhead Camshaft",Auto,Black,26000,06457-3834,Hatchback,7668482,Middletown,2022-11-02,11,2,2022
C_CND_000443,Loreley,Female,591000,"Buddy Storbeck's Diesel Service Inc",Mitsubishi,"Montero Sport","Double  Overhead Camshaft",Auto,Black,45000,06457-3834,Hardtop,7669561,Pasco,2022-02-09,2,9,2022
C_CND_009086,Dina,Male,13500,"Buddy Storbeck's Diesel Service Inc",Oldsmobile,Aurora,"Overhead Camshaft",Manual,Red,34000,06457-3834,Passenger,7673648,Austin,2022-12-01,12,1,2022
C_CND_006987,Evelyn,Male,1400000,"Buddy Storbeck's Diesel Service Inc",Infiniti,I30,"Double  Overhead Camshaft",Auto,"Pale White",15000,06457-3834,Hatchback,7674596,Middletown,2022-10-18,10,18,2022
C_CND_000015,Zainab,Male,722000,"Buddy Storbeck's Diesel Service Inc",Chrysler,"Sebring Coupe","Overhead Camshaft",Manual,"Pale White",26000,06457-3834,Sedan,7677191,Middletown,2022-01-02,1,2,2022
C_CND_001140,Angelica,Male,990000,"Buddy Storbeck's Diesel Service Inc",Dodge,Viper,"Double  Overhead Camshaft",Auto,Red,31000,06457-3834,SUV,7686143,Middletown,2022-03-22,3,22,2022
C_CND_022067,Aleena,Male,13500,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,SLK230,"Double  Overhead Camshaft",Auto,Black,33000,06457-3834,Hatchback,7692145,Middletown,2023-12-01,12,1,2023
C_CND_006699,Aubrey,Male,1150000,"Buddy Storbeck's Diesel Service Inc",Lexus,LS400,"Overhead Camshaft",Manual,Black,69000,06457-3834,Sedan,7694648,Pasco,2022-10-03,10,3,2022
C_CND_000091,Wadia,Male,1245000,"Buddy Storbeck's Diesel Service Inc",Nissan,Maxima,"Overhead Camshaft",Manual,"Pale White",22500,06457-3834,Sedan,7696195,Middletown,2022-01-05,1,5,2022
C_CND_008450,Cameron,Female,13500,"Buddy Storbeck's Diesel Service Inc",Pontiac,Sunfire,"Overhead Camshaft",Manual,Red,43000,06457-3834,Sedan,7700932,Middletown,2022-11-21,11,21,2022
C_CND_008161,Noemie,Male,1600000,"Buddy Storbeck's Diesel Service Inc",Pontiac,Firebird,"Overhead Camshaft",Manual,Black,43000,06457-3834,Hardtop,7703387,Middletown,2022-11-15,11,15,2022
C_CND_005362,Raizy,Male,1136000,"Buddy Storbeck's Diesel Service Inc",Buick,"Park Avenue","Overhead Camshaft",Manual,"Pale White",45600,06457-3834,Hatchback,7705454,Middletown,2022-09-07,9,7,2022
C_CND_016576,Mathiew,Male,540000,"Buddy Storbeck's Diesel Service Inc",Mercury,Sable,"Double  Overhead Camshaft",Auto,"Pale White",39001,06457-3834,Sedan,7710160,Middletown,2023-08-09,8,9,2023
C_CND_000823,Kayden,Male,1302500,"Buddy Storbeck's Diesel Service Inc",Subaru,Forester,"Double  Overhead Camshaft",Auto,Black,22250,06457-3834,Hardtop,7721381,Middletown,2022-03-08,3,8,2022
C_CND_009583,Ricardo,Male,1322000,"Buddy Storbeck's Diesel Service Inc",Mercury,"Grand Marquis","Double  Overhead Camshaft",Auto,Black,19200,06457-3834,SUV,7721657,Middletown,2022-12-10,12,10,2022
C_CND_009034,Lukas,Male,1411000,"Buddy Storbeck's Diesel Service Inc",Mercury,"Grand Marquis","Overhead Camshaft",Manual,Red,71101,06457-3834,SUV,7722001,Middletown,2022-12-01,12,1,2022
C_CND_000420,Devin,Male,1000000,"Buddy Storbeck's Diesel Service Inc",Acura,TL,"Double  Overhead Camshaft",Auto,"Pale White",24000,06457-3834,Hatchback,7722013,Janesville,2022-02-08,2,8,2022
C_CND_004395,Emma,Male,1365000,"Buddy Storbeck's Diesel Service Inc",Mercedes-B,S-Class,"Overhead Camshaft",Manual,Red,21500,06457-3834,SUV,7722551,Middletown,2022-08-07,8,7,2022
C_CND_016615,Benjamin,Male,310000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Corvette,"Double  Overhead Camshaft",Auto,"Pale White",25001,06457-3834,SUV,7723340,Pasco,2023-08-11,8,11,2023
C_CND_005550,Xavier,Male,482500,"Buddy Storbeck's Diesel Service Inc",Jaguar,S-Type,"Overhead Camshaft",Manual,"Pale White",20500,06457-3834,Passenger,7732361,Middletown,2022-09-12,9,12,2022
C_CND_012519,Lexi,Male,13500,"Buddy Storbeck's Diesel Service Inc",Volvo,C70,"Double  Overhead Camshaft",Auto,Black,18001,06457-3834,Hatchback,7734754,Janesville,2023-04-05,4,5,2023
C_CND_015638,Lilah,Male,535000,"Buddy Storbeck's Diesel Service Inc",Porsche,"Carrera Cabrio","Overhead Camshaft",Manual,Black,22000,06457-3834,Passenger,7754828,Middletown,2023-07-08,7,8,2023
C_CND_011099,Tzipora,Male,1840000,"Buddy Storbeck's Diesel Service Inc",Chevrolet,Impala,"Overhead Camshaft",Manual,"Pale White",14000,06457-3834,Hatchback,7756510,Middletown,2023-01-31,1,31,2023
